Time,asks,bids,price
2017-12-05 19:17:00 UTC,6136912.60518847,4098367.20546344,11721.5
2017-12-05 19:18:00 UTC,5546151.68349642,4121570.2990587,11703.25
2017-12-05 19:19:00 UTC,5763285.81310259,4134172.78657897,11687.5
2017-12-05 19:20:00 UTC,5579143.76394783,4430013.78282452,11682.5
2017-12-05 19:21:00 UTC,4907570.40246115,4482074.55955845,11676.0
2017-12-05 19:22:00 UTC,5849449.44464825,3974760.85291587,11689.0
2017-12-05 19:23:00 UTC,5961110.62110249,4163773.08739917,11690.0
2017-12-05 19:24:00 UTC,5505599.64600706,3848215.08874047,11687.5
2017-12-05 19:25:00 UTC,5642862.5338742,4357189.9418799,11683.5
2017-12-05 19:26:00 UTC,5592303.14362719,4454743.74478153,11684.5
2017-12-05 19:27:00 UTC,5923064.00546855,4306566.34747288,11698.5
2017-12-05 19:28:00 UTC,5970132.8677631,3714214.55507002,11708.0
2017-12-05 19:29:00 UTC,6528065.25731059,2864172.34822689,11729.5
2017-12-05 19:30:00 UTC,6406010.59544632,3023499.22280773,11731.5
2017-12-05 19:31:00 UTC,6541607.89142778,3346345.68540582,11726.75
2017-12-05 19:32:00 UTC,6332462.07284911,2965925.23605926,11734.5
2017-12-05 19:33:00 UTC,5670172.60913461,2918073.42225356,11749.5
2017-12-05 19:34:00 UTC,5493127.49780977,2892544.27131714,11759.5
2017-12-05 19:35:00 UTC,5191236.0287478,3424358.08766389,11739.5
2017-12-05 19:36:00 UTC,5742593.62677475,2874205.81233889,11747.5
2017-12-05 19:37:00 UTC,5349135.775972,2885038.45954251,11740.0
2017-12-05 19:38:00 UTC,5343213.14012863,2944189.52858495,11735.5
2017-12-05 19:39:00 UTC,5541214.25947463,3566656.52168744,11725.0
2017-12-05 19:40:00 UTC,5299232.544581,3966340.89772125,11716.5
2017-12-05 19:41:00 UTC,5047974.90058389,3647671.13873308,11719.5
2017-12-05 19:42:00 UTC,5247934.30713954,4202406.54128288,11717.5
2017-12-05 19:43:00 UTC,4980352.71350278,4140949.31234015,11723.0
2017-12-05 19:44:00 UTC,5172861.42474492,3877604.68003152,11719.0
2017-12-05 19:45:00 UTC,5108972.13971015,3918415.19308268,11719.5
2017-12-05 19:46:00 UTC,5370774.15322434,3206944.07017219,11741.5
2017-12-05 19:47:00 UTC,5951351.68150397,2783668.35703739,11749.5
2017-12-05 19:48:00 UTC,5347877.88590104,2871106.09077314,11736.5
2017-12-05 19:49:00 UTC,4971401.03394308,4011298.11088906,11723.5
2017-12-05 19:50:00 UTC,5038064.81364932,4158710.15661516,11716.5
2017-12-05 19:51:00 UTC,5370405.68056061,4341775.56603931,11723.25
2017-12-05 19:52:00 UTC,5269189.49866378,4301130.67508461,11689.5
2017-12-05 19:53:00 UTC,3310449.53128705,4808197.57923107,11659.5
2017-12-05 19:54:00 UTC,2940580.41207516,4759024.4561556,11655.5
2017-12-05 19:55:00 UTC,3529165.50032843,4609655.35827232,11675.5
2017-12-05 19:56:00 UTC,5481343.15175839,3746419.87941413,11694.5
2017-12-05 19:57:00 UTC,5206066.69992602,4243370.20605164,11690.25
2017-12-05 19:58:00 UTC,5069334.71405235,4088017.85975786,11689.5
2017-12-05 19:59:00 UTC,4879609.844115,4377554.82221341,11689.5
2017-12-05 20:00:00 UTC,4765708.19142179,4187741.94802988,11711.0
2017-12-05 20:01:00 UTC,4821021.85678026,4195634.46704736,11706.0
2017-12-05 20:02:00 UTC,5108885.55295733,4013385.92151302,11696.0
2017-12-05 20:03:00 UTC,5017442.30942933,3843445.09149288,11705.0
2017-12-05 20:04:00 UTC,5379622.95746545,3466278.15140923,11719.0
2017-12-05 20:05:00 UTC,5658046.55121691,3414626.03890877,11719.5
2017-12-05 20:06:00 UTC,5735073.86286873,3340408.32084822,11719.5
2017-12-05 20:07:00 UTC,5279287.97954982,3802663.77525923,11706.5
2017-12-05 20:08:00 UTC,5028242.78335827,3945869.60564592,11704.5
2017-12-05 20:09:00 UTC,5301877.72920974,3592936.3691266,11715.75
2017-12-05 20:10:00 UTC,5139338.46743026,3747307.13607922,11705.5
2017-12-05 20:11:00 UTC,5240659.65872574,4159906.9376004,11701.5
2017-12-05 20:12:00 UTC,5517701.07177621,3413338.9279781,11719.5
2017-12-05 20:13:00 UTC,5842331.22304284,3905744.55302276,11706.5
2017-12-05 20:14:00 UTC,5683727.07694563,4449442.29497612,11701.5
2017-12-05 20:15:00 UTC,5630598.29372945,3397224.65238463,11714.0
2017-12-05 20:16:00 UTC,5697993.35264414,3617479.03387015,11711.75
2017-12-05 20:17:00 UTC,5607006.72225813,3744249.53857369,11705.0
2017-12-05 20:18:00 UTC,5314229.17990983,3742185.63309728,11707.5
2017-12-05 20:19:00 UTC,5776898.40927362,3902466.09631186,11693.5
2017-12-05 20:20:00 UTC,5714318.23747443,3591403.70269851,11718.5
2017-12-05 20:21:00 UTC,5630439.03363781,3039316.40532418,11744.0
2017-12-05 20:22:00 UTC,4934155.76036859,2977709.19975274,11748.25
2017-12-05 20:23:00 UTC,4914222.78477727,2863797.04281082,11745.5
2017-12-05 20:24:00 UTC,4503397.37146589,2609357.93163568,11756.5
2017-12-05 20:25:00 UTC,4557361.55124352,2971338.4886796,11743.0
2017-12-05 20:26:00 UTC,4780841.68361723,2702543.66585823,11754.5
2017-12-05 20:27:00 UTC,4832993.62416832,2832048.49416371,11751.0
2017-12-05 20:28:00 UTC,4717436.46857195,2830185.14154552,11751.0
2017-12-05 20:29:00 UTC,4754535.2300126,3068452.76684924,11750.5
2017-12-05 20:30:00 UTC,4914390.92290523,3266196.61369366,11766.5
2017-12-05 20:31:00 UTC,5059359.6951154,3386146.82035502,11763.0
2017-12-05 20:32:00 UTC,4911539.05904629,3407000.5552774,11756.5
2017-12-05 20:33:00 UTC,5175137.23041139,3166645.93210863,11770.5
2017-12-05 20:34:00 UTC,6088086.59627995,3262176.81373386,11788.0
2017-12-05 20:35:00 UTC,6335796.5322375,3209809.13671952,11785.0
2017-12-05 20:36:00 UTC,6438902.34342252,3047948.56063569,11789.5
2017-12-05 20:37:00 UTC,7144728.80146341,3105276.01750122,11777.0
2017-12-05 20:38:00 UTC,7282036.19332635,3305120.67469681,11760.0
2017-12-05 20:39:00 UTC,7098209.68138524,3406504.29578468,11756.5
2017-12-05 20:40:00 UTC,7183212.33770761,3398633.87046306,11754.0
2017-12-05 20:41:00 UTC,6479177.57638577,3391786.79349591,11749.25
2017-12-05 20:42:00 UTC,5772109.68386384,3475801.19758514,11750.5
2017-12-05 20:43:00 UTC,6624608.36090363,3427549.12506536,11753.5
2017-12-05 20:44:00 UTC,9538048.47831504,3316907.85389949,11761.5
2017-12-05 20:45:00 UTC,7031248.40814334,3313098.76977247,11748.0
2017-12-05 20:46:00 UTC,7492948.32268532,3587637.29342331,11746.0
2017-12-05 20:47:00 UTC,7340200.67495056,3410796.79302794,11735.5
2017-12-05 20:48:00 UTC,7586507.36004235,3453676.58566813,11741.0
2017-12-05 20:49:00 UTC,7842634.18220865,3419391.62400367,11744.5
2017-12-05 20:50:00 UTC,7601915.03917312,3355839.62391163,11741.5
2017-12-05 20:51:00 UTC,7694400.82618232,3263140.06023982,11734.5
2017-12-05 20:52:00 UTC,7720154.69027506,3259534.14823726,11735.5
2017-12-05 20:53:00 UTC,7572796.89472041,3403827.10356425,11731.5
2017-12-05 20:54:00 UTC,7941640.19067004,3222672.91664611,11733.5
2017-12-05 20:55:00 UTC,7306383.08362433,3152600.10101494,11732.5
2017-12-05 20:56:00 UTC,6562761.00117808,3085460.49415462,11729.5
