Date;Open;High;Low;Close;Volume;MarketCap
22/11/2017;494.76;594.53;494.29;578.85;381958000;3810980000
21/11/2017;500.24;519.42;454.48;494.21;245163000;3852180000
20/11/2017;442.03;502.53;438.42;486.54;104701000;3403030000
19/11/2017;455.36;455.66;431.79;442.31;82954600;3504790000
18/11/2017;424.35;483.10;423.25;454.74;145255000;3265280000
17/11/2017;420.59;436.02;412.45;424.98;95099300;3235510000
16/11/2017;424.51;427.85;412.84;418.18;97321300;3264810000
15/11/2017;428.08;444.38;418.47;424.41;103157000;3291450000
14/11/2017;428.31;447.92;408.95;427.54;123854000;3292370000
13/11/2017;507.05;530.94;403.50;427.37;310886000;3896620000
12/11/2017;345.68;536.12;327.80;536.12;476198000;2655840000
11/11/2017;331.43;349.08;321.04;346.06;88651000;2545670000
10/11/2017;325.27;353.36;308.46;329.57;116352000;2497710000
09/11/2017;315.48;337.23;311.82;326.01;110840000;2421910000
08/11/2017;293.04;316.63;289.09;316.33;103556000;2249050000
07/11/2017;274.87;304.55;274.87;293.38;92431200;2109120000
06/11/2017;273.47;280.44;268.46;275.68;60053700;2097820000
05/11/2017;274.33;277.00;270.29;273.17;41028900;2103900000
04/11/2017;278.58;280.96;271.31;274.68;49462600;2135920000
03/11/2017;263.89;281.39;262.98;278.59;62984900;2021200000
02/11/2017;271.79;272.78;251.56;265.31;72437900;2081130000
01/11/2017;278.50;279.67;270.77;271.56;50960300;2131960000
31/10/2017;285.39;286.21;278.73;279.15;50260500;2184110000
30/10/2017;283.65;287.69;282.32;285.94;40805700;2170290000
29/10/2017;275.25;288.60;275.25;283.93;75483100;2105420000
28/10/2017;281.42;287.92;272.36;275.69;47092100;2152090000
27/10/2017;286.14;289.13;279.33;280.48;38421900;2187650000
26/10/2017;289.03;292.41;282.78;286.13;49309000;2209130000
25/10/2017;294.47;298.78;283.92;289.14;43986700;2250180000
24/10/2017;283.94;302.65;277.20;293.20;59674600;2169120000
23/10/2017;275.44;291.24;263.91;284.23;52259300;2103630000
22/10/2017;277.93;283.88;269.73;275.70;46070400;2122130000
21/10/2017;288.95;290.12;272.08;277.86;47244600;2205720000
20/10/2017;295.41;301.66;288.19;289.19;47125400;2254410000
19/10/2017;297.85;300.16;291.89;295.47;30741800;2272420000
18/10/2017;300.02;300.19;280.05;297.26;38693900;2288450000
17/10/2017;302.28;304.33;298.17;299.88;42569400;2305090000
16/10/2017;309.46;310.98;300.75;302.21;38139700;2359250000
15/10/2017;317.01;317.01;294.34;309.51;45301300;2416140000
14/10/2017;310.23;319.02;306.94;316.69;43951700;2363830000
13/10/2017;292.39;311.69;289.19;310.38;69258500;2227330000
12/10/2017;298.12;298.40;290.04;291.91;42625600;2270420000
11/10/2017;291.41;301.50;286.64;298.40;26434900;2218760000
10/10/2017;283.55;296.02;280.08;291.27;32941200;2158330000
09/10/2017;299.70;300.84;271.83;283.67;52085800;2280670000
08/10/2017;310.25;315.02;301.11;302.48;33683300;2360300000
07/10/2017;307.54;314.22;303.77;310.49;27552700;2339080000
06/10/2017;305.25;311.21;304.36;306.88;22935800;2321080000
05/10/2017;305.39;307.54;296.74;305.40;27180400;2321550000
04/10/2017;296.74;315.79;296.74;305.46;40983500;2255220000
03/10/2017;308.56;310.21;291.70;296.24;37104400;2342990000
